RawMessage	MessageCategory	|Count	:Count	last|	[anim]	[block]	[broken]	[consumed]	[damage]	[eat]	[fail]	[fatigue]	[from]	[fromitem]	[identify]	[miss]	[move]	[msg]	[notarget]	[of]	[partiallytrapped]	[silent]	[source]	[spread]	[still]	[true]	[upkeep]	[weak]	[weaken]	[wisher]	Generation
|-transform|p1a: Ditto|p2a: Unown	-transform	3	2	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	2
"|request|{""active"":[{""moves"":[{""move"":""Rollout"",""id"":""rollout""}]}],""side"":{""name"":""colress-gpt"",""id"":""p1"",""pokemon"":[{""ident"":""p1: Shuckle"",""details"":""Shuckle, L73, M"",""condition"":""165/180"",""active"":true,""stats"":{""atk"":87,""def"":408,""spa"":87,""spd"":408,""spe"":80},""moves"":[""defensecurl"",""toxic"",""rest"",""rollout""],""baseAbility"":""noability"",""item"":"""",""pokeball"":""pokeball""},{""ident"":""p1: Blissey"",""details"":""Blissey, L65, F"",""condition"":""0 fnt"",""active"":false,""stats"":{""atk"":78,""def"":78,""spa"":162,""spd"":240,""spe"":136},""moves"":[""present"",""icebeam"",""softboiled"",""flamethrower""],""baseAbility"":""noability"",""item"":""leftovers"",""pokeball"":""pokeball""},{""ident"":""p1: Qwilfish"",""details"":""Qwilfish, L69, M"",""condition"":""0 fnt"",""active"":false,""stats"":{""atk"":200,""def"":172,""spa"":145,""spd"":145,""spe"":186},""moves"":[""spikes"",""hydropump"",""curse"",""sludgebomb""],""baseAbility"":""noability"",""item"":""leftovers"",""pokeball"":""pokeball""},{""ident"":""p1: Houndoom"",""details"":""Houndoom, L67, M"",""condition"":""0 fnt"",""active"":false,""stats"":{""atk"":187,""def"":134,""spa"":214,""spd"":174,""spe"":194},""moves"":[""crunch"",""sunnyday"",""solarbeam"",""fireblast""],""baseAbility"":""noability"",""item"":""leftovers"",""pokeball"":""pokeball""},{""ident"":""p1: Meganium"",""details"":""Meganium, L67, M"",""condition"":""0 fnt"",""active"":false,""stats"":{""atk"":175,""def"":197,""spa"":178,""spd"":201,""spe"":174},""moves"":[""synthesis"",""razorleaf"",""lightscreen"",""hiddenpowerfire""],""baseAbility"":""noability"",""item"":""leftovers"",""pokeball"":""pokeball""},{""ident"":""p1: Electabuzz"",""details"":""Electabuzz, L69, M"",""condition"":""0 fnt"",""active"":false,""stats"":{""atk"":183,""def"":147,""spa"":200,""spd"":186,""spe"":214},""moves"":[""icepunch"",""crosschop"",""pursuit"",""thunder""],""baseAbility"":""noability"",""item"":""leftovers"",""pokeball"":""pokeball""}]},""rqid"":362}"	request	2	99	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	2
|-anim|p1a: Entei|Solar Beam|p2a: Raikou	-anim	4	2	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	2
|-sethp|p2a: Exeggutor|94/100 par|[from] move: Pain Split|[silent]	-sethp	5	2	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	2
|-sethp|p1a: Misdreavus|213/213|[from] move: Pain Split	-sethp	4	2	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	2
"|request|{""active"":[{""moves"":[{""move"":""Hidden Power Dark 70"",""id"":""hiddenpower"",""pp"":5,""maxpp"":24,""disabled"":false},{""move"":""Safeguard"",""id"":""safeguard"",""pp"":40,""maxpp"":40,""target"":""allySide"",""disabled"":false},{""move"":""Mirror Coat"",""id"":""mirrorcoat"",""pp"":32,""maxpp"":32,""target"":""scripted"",""disabled"":false},{""move"":""Counter"",""id"":""counter"",""pp"":32,""maxpp"":32,""target"":""scripted"",""disabled"":false}]}],""side"":{""name"":""colress-gpt"",""id"":""p1"",""pokemon"":[{""ident"":""p1: Wobbuffet"",""details"":""Wobbuffet, L83, M"",""condition"":""380/485"",""active"":true,""stats"":{""atk"":136,""def"":178,""spa"":136,""spd"":178,""spe"":136},""moves"":[""hiddenpowerdark"",""safeguard"",""mirrorcoat"",""counter""],""baseAbility"":""noability"",""item"":""leftovers"",""pokeball"":""pokeball""},{""ident"":""p1: Mantine"",""details"":""Mantine, L73, M"",""condition"":""0 fnt"",""active"":false,""stats"":{""atk"":131,""def"":175,""spa"":189,""spd"":277,""spe"":175},""moves"":[""rest"",""surf"",""toxic"",""sleeptalk""],""baseAbility"":""noability"",""item"":""leftovers"",""pokeball"":""pokeball""},{""ident"":""p1: Kingdra"",""details"":""Kingdra, L67, M"",""condition"":""239/239"",""active"":false,""stats"":{""atk"":194,""def"":194,""spa"":194,""spd"":194,""spe"":181},""moves"":[""surf"",""dragonbreath"",""sleeptalk"",""rest""],""baseAbility"":""noability"",""item"":""leftovers"",""pokeball"":""pokeball""},{""ident"":""p1: Dragonite"",""details"":""Dragonite, L67, M"",""condition"":""250/250"",""active"":false,""stats"":{""atk"":242,""def"":191,""spa"":201,""spd"":201,""spe"":174},""moves"":[""haze"",""thunder"",""hiddenpowerflying"",""icebeam""],""baseAbility"":""noability"",""item"":""leftovers"",""pokeball"":""pokeball""},{""ident"":""p1: Miltank"",""details"":""Miltank, L65, F"",""condition"":""258/258"",""active"":false,""stats"":{""atk"":169,""def"":201,""spa"":117,""spd"":156,""spe"":195},""moves"":[""healbell"",""milkdrink"",""bodyslam"",""earthquake""],""baseAbility"":""noability"",""item"":""leftovers"",""pokeball"":""pokeball""},{""ident"":""p1: Steelix"",""details"":""Steelix, L65, M"",""condition"":""232/232"",""active"":false,""stats"":{""atk"":175,""def"":325,""spa"":136,""spd"":149,""spe"":104},""moves"":[""sleeptalk"",""earthquake"",""irontail"",""rest""],""baseAbility"":""noability"",""item"":""leftovers"",""pokeball"":""pokeball""}]},""rqid"":50}"	request	2	120	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	2
|-activate|p1a: Wobbuffet|move: Mimic|Hidden Power	-activate	4	2	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	2
|move|p1a: Machamp|Cross Chop|p2a: Rapidash|[from]Sleep Talk|[miss]	move	6	2	False	False	False	False	False	False	False	False	False	True	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	2
|-start|p1a: Rhydon|Disable|Sleep Talk	-start	4	1	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	2
|cant|p1a: Rhydon|Disable|Sleep Talk	cant	4	1	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	2
|-end|p1a: Rhydon|move: Disable	-end	3	2	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	2
|-damage|p1a: Aipom|204/231|[from] move: Whirlpool|[partiallytrapped]	-damage	5	2	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	2
|-end|p1a: Aipom|Whirlpool|[partiallytrapped]	-end	4	1	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	2
|-status|p1a: Umbreon|psn|[silent]	-status	4	1	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	2
"|request|{""active"":[{""moves"":[{""move"":""Struggle"",""id"":""struggle"",""target"":""randomNormal"",""disabled"":false}],""trapped"":true}],""side"":{""name"":""colress-gpt"",""id"":""p1"",""pokemon"":[{""ident"":""p1: Kabutops"",""details"":""Kabutops, L69, M"",""condition"":""225/225 par"",""active"":true,""stats"":{""atk"":227,""def"":214,""spa"":158,""spd"":165,""spe"":179},""moves"":[""submission"",""return102"",""surf"",""ancientpower""],""baseAbility"":""noability"",""item"":""leftovers"",""pokeball"":""pokeball""},{""ident"":""p1: Donphan"",""details"":""Donphan, L67, M"",""condition"":""259/259"",""active"":false,""stats"":{""atk"":225,""def"":225,""spa"":147,""spd"":147,""spe"":134},""moves"":[""rest"",""earthquake"",""sleeptalk"",""hiddenpowerbug""],""baseAbility"":""noability"",""item"":""leftovers"",""pokeball"":""pokeball""},{""ident"":""p1: Stantler"",""details"":""Stantler, L73, M"",""condition"":""257/257"",""active"":false,""stats"":{""atk"":211,""def"":163,""spa"":196,""spd"":167,""spe"":196},""moves"":[""return102"",""curse"",""rest"",""sleeptalk""],""baseAbility"":""noability"",""item"":""leftovers"",""pokeball"":""pokeball""},{""ident"":""p1: Mantine"",""details"":""Mantine, L73, M"",""condition"":""234/234"",""active"":false,""stats"":{""atk"":129,""def"":175,""spa"":189,""spd"":277,""spe"":175},""moves"":[""sleeptalk"",""hiddenpowerelectric"",""rest"",""surf""],""baseAbility"":""noability"",""item"":""leftovers"",""pokeball"":""pokeball""},{""ident"":""p1: Machamp"",""details"":""Machamp, L65, M"",""condition"":""252/252"",""active"":false,""stats"":{""atk"":234,""def"":169,""spa"":149,""spd"":175,""spe"":136},""moves"":[""crosschop"",""curse"",""sleeptalk"",""rest""],""baseAbility"":""noability"",""item"":""leftovers"",""pokeball"":""pokeball""},{""ident"":""p1: Steelix"",""details"":""Steelix, L65, M"",""condition"":""232/232"",""active"":false,""stats"":{""atk"":175,""def"":325,""spa"":136,""spd"":149,""spe"":104},""moves"":[""rest"",""sleeptalk"",""earthquake"",""toxic""],""baseAbility"":""noability"",""item"":""leftovers"",""pokeball"":""pokeball""}]},""rqid"":476}"	request	2	102	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	2
|-singlemove|p1a: Gengar|Destiny Bond	-singlemove	3	1	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	2
|-end|p2a: Blastoise|Nightmare|[silent]	-end	4	1	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	2
|-mustrecharge|p1a: Charizard	-mustrecharge	2	1	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	2
|tie	tie	1	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	2
|bigerror|You will auto-tie if the battle doesn't end in 500 turns (on turn 1000).	bigerror	2	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	2
|-end|p1a: Starmie|Leech Seed|[from] move: Rapid Spin|[of] p1a: Starmie	-end	5	3	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	2
|message|It is turn 1000. You have hit the turn limit!	message	2	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	2
|-sideend|p2: colress-gpt-test1|Spikes|[from] move: Rapid Spin|[of] p2a: Golem	-sideend	5	3	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	2
"|request|{""active"":[{""moves"":[{""move"":""Hidden Power Psychic 70"",""id"":""hiddenpower"",""pp"":20,""maxpp"":24,""target"":""normal"",""disabled"":false}],""trapped"":true}],""side"":{""name"":""colress-gpt"",""id"":""p1"",""pokemon"":[{""ident"":""p1: Unown"",""details"":""Unown, L87"",""condition"":""154/254"",""active"":true,""stats"":{""atk"":211,""def"":164,""spa"":211,""spd"":169,""spe"":169},""moves"":[""hiddenpowerpsychic""],""baseAbility"":""noability"",""item"":""twistedspoon"",""pokeball"":""pokeball""},{""ident"":""p1: Kingdra"",""details"":""Kingdra, L67, M"",""condition"":""0 fnt"",""active"":false,""stats"":{""atk"":193,""def"":194,""spa"":194,""spd"":194,""spe"":181},""moves"":[""sleeptalk"",""hiddenpowerelectric"",""rest"",""surf""],""baseAbility"":""noability"",""item"":""leftovers"",""pokeball"":""pokeball""},{""ident"":""p1: Slowking"",""details"":""Slowking, L69, M"",""condition"":""0 fnt"",""active"":false,""stats"":{""atk"":172,""def"":179,""spa"":207,""spd"":220,""spe"":110},""moves"":[""sleeptalk"",""surf"",""psychic"",""rest""],""baseAbility"":""noability"",""item"":""leftovers"",""pokeball"":""pokeball""},{""ident"":""p1: Forretress"",""details"":""Forretress, L65, M"",""condition"":""232/232"",""active"":false,""stats"":{""atk"":179,""def"":244,""spa"":143,""spd"":143,""spe"":117},""moves"":[""rapidspin"",""spikes"",""explosion"",""hiddenpowerbug""],""baseAbility"":""noability"",""item"":""leftovers"",""pokeball"":""pokeball""},{""ident"":""p1: Steelix"",""details"":""Steelix, L65, M"",""condition"":""232/232"",""active"":false,""stats"":{""atk"":175,""def"":325,""spa"":136,""spd"":149,""spe"":104},""moves"":[""sleeptalk"",""rest"",""toxic"",""earthquake""],""baseAbility"":""noability"",""item"":""leftovers"",""pokeball"":""pokeball""},{""ident"":""p1: Typhlosion"",""details"":""Typhlosion, L67, M"",""condition"":""243/243"",""active"":false,""stats"":{""atk"":179,""def"":171,""spa"":213,""spd"":181,""spe"":201},""moves"":[""rest"",""thunderpunch"",""fireblast"",""sleeptalk""],""baseAbility"":""noability"",""item"":""leftovers"",""pokeball"":""pokeball""}]},""rqid"":120}"	request	2	104	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	2
|move|p2a: Articuno|Toxic||[from]Sleep Talk|[still]	move	6	1	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	2
|init|battle	init	2	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	3
|title|colress-gpt vs. colress-gpt-test1	title	2	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	3
|j|☆colress-gpt	j	2	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	3
|request|	request	2	0	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	3
|t:|1695997014	t:	2	1	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	3
|gametype|singles	gametype	2	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	3
|player|p1|colress-gpt|169|	player	5	0	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	3
"|request|{""teamPreview"":true,""side"":{""name"":""colress-gpt"",""id"":""p1"",""pokemon"":[{""ident"":""p1: Scizor"",""details"":""Scizor, L82, F"",""condition"":""249/249"",""active"":true,""stats"":{""atk"":260,""def"":210,""spa"":137,""spd"":178,""spe"":153},""moves"":[""batonpass"",""steelwing"",""swordsdance"",""hiddenpowerrock""],""baseAbility"":""swarm"",""item"":""leftovers"",""pokeball"":""pokeball""},{""ident"":""p1: Pidgeot"",""details"":""Pidgeot, L87, M"",""condition"":""286/286"",""active"":false,""stats"":{""atk"":189,""def"":180,""spa"":171,""spd"":171,""spe"":208},""moves"":[""return102"",""toxic"",""aerialace"",""hiddenpowerground""],""baseAbility"":""keeneye"",""item"":""leftovers"",""pokeball"":""pokeball""},{""ident"":""p1: Mantine"",""details"":""Mantine, L84, F"",""condition"":""246/246"",""active"":false,""stats"":{""atk"":72,""def"":166,""spa"":183,""spd"":283,""spe"":166},""moves"":[""surf"",""rest"",""sleeptalk"",""icebeam""],""baseAbility"":""swiftswim"",""item"":""leftovers"",""pokeball"":""pokeball""},{""ident"":""p1: Regice"",""details"":""Regice, L81"",""condition"":""262/262"",""active"":false,""stats"":{""atk"":86,""def"":209,""spa"":209,""spd"":371,""spe"":128},""moves"":[""thunderbolt"",""thunderwave"",""icebeam"",""toxic""],""baseAbility"":""clearbody"",""item"":""leftovers"",""pokeball"":""pokeball""},{""ident"":""p1: Mew"",""details"":""Mew, L75"",""condition"":""274/274"",""active"":false,""stats"":{""atk"":155,""def"":194,""spa"":194,""spd"":194,""spe"":194},""moves"":[""psychic"",""thunderwave"",""softboiled"",""flamethrower""],""baseAbility"":""synchronize"",""item"":""leftovers"",""pokeball"":""pokeball""},{""ident"":""p1: Victreebel"",""details"":""Victreebel, L84, M"",""condition"":""272/272"",""active"":false,""stats"":{""atk"":224,""def"":157,""spa"":215,""spd"":149,""spe"":165},""moves"":[""solarbeam"",""hiddenpowerfire"",""sludgebomb"",""sunnyday""],""baseAbility"":""chlorophyll"",""item"":""leftovers"",""pokeball"":""pokeball""}]},""rqid"":2}"	request	2	96	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	3
|teamsize|p1|6	teamsize	3	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	3
|gen|3	gen	2	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	3
|tier|[Gen 3] Random Battle	tier	2	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	3
|rule|HP Percentage Mod: HP is shown in percentages	rule	2	1	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	3
|clearpoke	clearpoke	1	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	3
|poke|p1|Scizor, L82, F|item	poke	4	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	3
|teampreview	teampreview	1	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	3
"|request|{""active"":[{""moves"":[{""move"":""Baton Pass"",""id"":""batonpass"",""pp"":64,""maxpp"":64,""target"":""self"",""disabled"":false},{""move"":""Steel Wing"",""id"":""steelwing"",""pp"":40,""maxpp"":40,""target"":""normal"",""disabled"":false},{""move"":""Swords Dance"",""id"":""swordsdance"",""pp"":48,""maxpp"":48,""target"":""self"",""disabled"":false},{""move"":""Hidden Power Rock 70"",""id"":""hiddenpower"",""pp"":24,""maxpp"":24,""target"":""normal"",""disabled"":false}]}],""side"":{""name"":""colress-gpt"",""id"":""p1"",""pokemon"":[{""ident"":""p1: Scizor"",""details"":""Scizor, L82, F"",""condition"":""249/249"",""active"":true,""stats"":{""atk"":260,""def"":210,""spa"":137,""spd"":178,""spe"":153},""moves"":[""batonpass"",""steelwing"",""swordsdance"",""hiddenpowerrock""],""baseAbility"":""swarm"",""item"":""leftovers"",""pokeball"":""pokeball""},{""ident"":""p1: Pidgeot"",""details"":""Pidgeot, L87, M"",""condition"":""286/286"",""active"":false,""stats"":{""atk"":189,""def"":180,""spa"":171,""spd"":171,""spe"":208},""moves"":[""return102"",""toxic"",""aerialace"",""hiddenpowerground""],""baseAbility"":""keeneye"",""item"":""leftovers"",""pokeball"":""pokeball""},{""ident"":""p1: Mantine"",""details"":""Mantine, L84, F"",""condition"":""246/246"",""active"":false,""stats"":{""atk"":72,""def"":166,""spa"":183,""spd"":283,""spe"":166},""moves"":[""surf"",""rest"",""sleeptalk"",""icebeam""],""baseAbility"":""swiftswim"",""item"":""leftovers"",""pokeball"":""pokeball""},{""ident"":""p1: Regice"",""details"":""Regice, L81"",""condition"":""262/262"",""active"":false,""stats"":{""atk"":86,""def"":209,""spa"":209,""spd"":371,""spe"":128},""moves"":[""thunderbolt"",""thunderwave"",""icebeam"",""toxic""],""baseAbility"":""clearbody"",""item"":""leftovers"",""pokeball"":""pokeball""},{""ident"":""p1: Mew"",""details"":""Mew, L75"",""condition"":""274/274"",""active"":false,""stats"":{""atk"":155,""def"":194,""spa"":194,""spd"":194,""spe"":194},""moves"":[""psychic"",""thunderwave"",""softboiled"",""flamethrower""],""baseAbility"":""synchronize"",""item"":""leftovers"",""pokeball"":""pokeball""},{""ident"":""p1: Victreebel"",""details"":""Victreebel, L84, M"",""condition"":""272/272"",""active"":false,""stats"":{""atk"":224,""def"":157,""spa"":215,""spd"":149,""spe"":165},""moves"":[""solarbeam"",""hiddenpowerfire"",""sludgebomb"",""sunnyday""],""baseAbility"":""chlorophyll"",""item"":""leftovers"",""pokeball"":""pokeball""}]},""rqid"":4}"	request	2	121	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	3
|start	start	1	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	3
|switch|p1a: Scizor|Scizor, L82, F|249/249	switch	4	1	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	3
|-ability|p2a: Granbull|Intimidate|boost	-ability	4	1	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	3
|-unboost|p1a: Scizor|atk|1	-unboost	4	1	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	3
|turn|1	turn	2	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	3
"|request|{""forceSwitch"":[true],""side"":{""name"":""colress-gpt"",""id"":""p1"",""pokemon"":[{""ident"":""p1: Scizor"",""details"":""Scizor, L82, F"",""condition"":""249/249"",""active"":true,""stats"":{""atk"":260,""def"":210,""spa"":137,""spd"":178,""spe"":153},""moves"":[""batonpass"",""steelwing"",""swordsdance"",""hiddenpowerrock""],""baseAbility"":""swarm"",""item"":""leftovers"",""pokeball"":""pokeball""},{""ident"":""p1: Pidgeot"",""details"":""Pidgeot, L87, M"",""condition"":""286/286"",""active"":false,""stats"":{""atk"":189,""def"":180,""spa"":171,""spd"":171,""spe"":208},""moves"":[""return102"",""toxic"",""aerialace"",""hiddenpowerground""],""baseAbility"":""keeneye"",""item"":""leftovers"",""pokeball"":""pokeball""},{""ident"":""p1: Mantine"",""details"":""Mantine, L84, F"",""condition"":""246/246"",""active"":false,""stats"":{""atk"":72,""def"":166,""spa"":183,""spd"":283,""spe"":166},""moves"":[""surf"",""rest"",""sleeptalk"",""icebeam""],""baseAbility"":""swiftswim"",""item"":""leftovers"",""pokeball"":""pokeball""},{""ident"":""p1: Regice"",""details"":""Regice, L81"",""condition"":""262/262"",""active"":false,""stats"":{""atk"":86,""def"":209,""spa"":209,""spd"":371,""spe"":128},""moves"":[""thunderbolt"",""thunderwave"",""icebeam"",""toxic""],""baseAbility"":""clearbody"",""item"":""leftovers"",""pokeball"":""pokeball""},{""ident"":""p1: Mew"",""details"":""Mew, L75"",""condition"":""274/274"",""active"":false,""stats"":{""atk"":155,""def"":194,""spa"":194,""spd"":194,""spe"":194},""moves"":[""psychic"",""thunderwave"",""softboiled"",""flamethrower""],""baseAbility"":""synchronize"",""item"":""leftovers"",""pokeball"":""pokeball""},{""ident"":""p1: Victreebel"",""details"":""Victreebel, L84, M"",""condition"":""272/272"",""active"":false,""stats"":{""atk"":224,""def"":157,""spa"":215,""spd"":149,""spe"":165},""moves"":[""solarbeam"",""hiddenpowerfire"",""sludgebomb"",""sunnyday""],""baseAbility"":""chlorophyll"",""item"":""leftovers"",""pokeball"":""pokeball""}]},""noCancel"":true,""rqid"":6}"	request	2	97	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	3
|move|p1a: Scizor|Baton Pass|p1a: Scizor	move	4	2	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	3
|switch|p1a: Pidgeot|Pidgeot, L87, M|286/286|[from] Baton Pass	switch	5	1	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	3
|-boost|p2a: Granbull|atk|1	-boost	4	1	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	3
|upkeep	upkeep	1	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	3
|-ability|p1a: Deoxys|Pressure|[silent]	-ability	4	1	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	3
|-damage|p2a: Granbull|83/100	-damage	3	1	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	3
|-heal|p2a: Ludicolo|80/100|[from] item: Leftovers	-heal	4	2	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	3
|move|p2a: Starmie|Recover||[still]	move	5	1	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	3
|-fail|p2a: Starmie|heal	-fail	3	1	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	3
|move|p1a: Registeel|Toxic|p2a: Starmie|[miss]	move	5	2	False	False	False	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	3
|-miss|p1a: Registeel|p2a: Starmie	-miss	3	2	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	3
|faint|p1a: Deoxys	faint	2	1	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	3
|-status|p2a: Starmie|tox	-status	3	1	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	3
|-damage|p2a: Starmie|95/100 tox|[from] psn	-damage	4	1	False	False	False	False	False	False	False	False	False	True	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	3
|-heal|p2a: Starmie|100/100 tox	-heal	3	1	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	3
|-resisted|p1a: Vileplume	-resisted	2	1	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	3
|error|[Invalid choice] There's nothing to choose	error	2	0	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	3
|-supereffective|p1a: Vileplume	-supereffective	2	1	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	3
|-crit|p1a: Octillery	-crit	2	1	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	3
|-hitcount|p2a: Jirachi|2	-hitcount	3	1	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	3
